,0,1,2,3
[2 0],17.510891665489588,-7.277374039130512,-4.245635707479851,123.03556745740559
[3 0],21.84542607087204,35.23197897566297,24.751235015501436,130.56396897734936
[4 0],29.730367887517115,41.18179422777823,28.498932401318296,138.4884696888724
[2 1],-7.001359875598616,-6.9252428465748785,-6.938768812848361,5.235089286691977
[3 1],-2.5807677532706075,-6.3043325969011885,-6.574949719690616,87.42533833354781
[1 0],-7.255310482634887,-7.125793093725054,-7.195286282387674,16.237640486950024
[1 1],-6.8907290130555054,-6.911925562589287,-6.916549291699574,-6.890249452236806
[0 1],-6.891838562510894,-6.867066487717456,-6.87786218161282,-6.913473936255896
[3 2],-6.164987532672811,-6.117857529039889,-6.221148875237987,-3.4943881795034093
[3 3],-5.8462588933187085,-5.755163993654136,-5.885835036174134,-5.345888777258712
[3 4],-5.68954462703824,-5.673073703065358,-5.71054111608901,-5.6847823064249665
[2 4],-5.9624407790923,-5.850570253430206,-5.867320976449874,-5.891449914603322
[4 4],-5.451683109536191,-5.457690889225916,-5.505334812798115,-3.8436103919837765
[4 5],-5.427203607822822,-5.450232660918811,-5.420555107161041,-5.414889788642445
[4 6],-5.389732584908743,-5.326049065075979,-5.355028768494386,-5.340933830600954
[3 6],-5.476371058747432,-5.512107399867241,-5.516861314347199,-5.4732951925010465
[3 5],-5.545489037044711,-5.585495316518156,-5.525855197822579,-5.595893982952891
[2 3],-5.081777679344398,-5.30800533566419,-5.086831698554887,-5.080065393729245
[1 3],-6.315525959318412,-6.325822102087066,-6.375666263962864,-6.3694231731153295
[1 2],-6.658704887511247,-6.60260427823167,-6.602027806718203,-6.614167403881397
[1 4],-6.081185521282778,-6.069824747973557,-6.080758068910972,-6.048410193089748
[0 4],-6.1683491689005105,-6.116367635080998,-6.326775974842223,-6.152479419854295
[1 5],-5.866338074088454,-5.85740770237273,-5.896578091065193,-5.901960661790179
[2 2],-6.217469359037349,-6.5010121522229305,-6.523579390782067,-6.2711000661977
[4 3],-5.460229501367101,-5.462024318905633,-5.52516483445735,65.74699145791814
[5 3],46.72071478475294,7.331749680626264,9.860995251515375,174.5823161604793
[6 3],14.919589872069928,49.306085083632254,72.32271786172818,184.82349108947957
[6 2],-4.703974712580035,13.1525027277074,10.162089171182473,67.82974943558726
[7 3],52.440789984170664,41.52218831234616,56.47742632628429,195.60367494299373
[7 4],121.5202080184768,-3.9010578519571233,-4.0742874739229995,-3.839166442513673
[7 5],-3.7578136537050892,-3.816405278103986,-3.9130670778810295,-3.7527256417790467
[8 4],84.15634081627314,-3.617574476549158,4.030849847508074,4.469566984939705
[9 4],158.17908413282294,-3.45165176046318,-3.3368937654783277,-3.353484428560322
[9 5],-3.3994646715835595,-3.398165369399782,-3.54225893534369,-3.440874021498369
[10  5],-3.1483280249717813,-3.168879557431923,-3.2036597596766296,-2.8938169785823558
[10  6],-3.2029282390937546,-3.361296953229048,-3.292597056842183,-3.305882417256094
[8 3],84.50120625633699,20.683602030886902,96.3024224347394,206.95123681071706
[8 2],-0.7665907434124475,-3.914534627768199,-4.039206394448453,184.47526715610192
[8 1],-4.009118896900379,11.27717203311571,-4.00253847322702,64.14552979018576
[7 1],-4.619978096913416,-4.494956635621467,-4.4853733707159105,23.416775431602478
[6 1],-5.061800198647621,-5.0329904956161675,-5.0601318842105645,4.251400830289592
[8 0],-4.7594867315216645,-3.592290206879715,-4.245199096529069,-4.207876623998407
[9 0],-4.109901627581491,-3.198865704574817,-3.7902011739850163,-3.7363362006192014
[10  0],-3.3644364428011038,-3.300196643079741,-3.366374904766095,-3.3140629903936563
[7 2],-4.350205257355415,46.91561142696915,-0.9213143746539716,135.408955849488
[9 1],-3.6643072395192364,128.3206155807876,3.546091668153563,-2.567187531881027
[9 2],3.1669803567075627,64.69997114374614,38.2140743062822,205.01570790394788
[10  1],-3.27714584155493,23.741982894678355,-3.2796292785125187,-3.156221167815351
