,0,1,2,3
[7 5],738.6568042943006,456.1898040172868,618.1445241077465,338.84266262809297
[8 5],417.1717650508208,32.40748063304103,9.117166209985273,100.47759467581139
[7 4],780.5035059115258,554.2360673520736,610.732143386777,376.995243003814
[7 3],615.8344463347693,559.291906162057,824.9517491962018,474.5186996733676
[8 4],138.19923994265903,18.588068925514712,129.00119295694125,510.3290259970256
[8 6],110.6288884390919,-88.10623498896904,-13.189071601658329,-17.79808146414213
[8 7],-27.96729706388256,-496.2552167794882,-33.12817053624154,-22.389734325589707
[7 7],48.987189429368065,-37.089191647221405,-30.11317036401622,-80.35494579085275
[8 8],-9.53084263197171,-56.146538312883635,-19.191248153330875,-2.713761007590971
[9 8],19.90284430568816,-45.260159865771456,-282.8464753304648,-36.03454274568368
[9 7],-13.45655449881903,-66.89499413504079,-134.1352537623231,65.53135578287997
[7 8],-9.081843993063263,-29.80385436972727,-152.66318910095077,-191.71766741819573
[10  8],6.42602606559756,182.78946946464816,-39.487382161445446,14.111300368015108
[10  9],15.3768842749801,402.1394390835078,32.08684932242934,59.608901793198825
[11  8],111.34830144885255,1187.6018818819584,108.66721963546216,215.1217619639969
[11  7],301.78624950997573,1077.4190881040406,306.12663045812064,300.55000851083037
[10  7],2.5303607051735035,7.76158061866209,-51.13164738661056,478.2337979162855
[10  6],64.2981594494149,130.16906761698075,9.25067504709479,828.5370474564404
[9 6],29.584732278143374,-32.33698425100224,-50.310522139587576,-14.080461055918827
[9 5],56.36875968157639,-26.05090843066411,-5.4693777723156725,350.97592541298064
[9 4],52.057578242584555,151.69359585479265,42.532347194822265,607.269377989055
[8 3],-1.8703085931454682,53.244656066668654,612.9620854085731,27.797999305045828
[8 2],46.339161460827846,-7.476991611379576,-9.960296727666982,-2.1096033316081697
[7 2],32.2722258312853,702.058841777041,124.98376328496015,22.378448619653764
[7 1],-9.686998666465923,146.09385197419294,-9.764342563482998,-8.229879229727185
[8 1],-9.698334044307233,-9.768584300368934,75.40719342304276,-9.636149208821069
[9 1],-9.772054997365,-9.920210945284124,-9.959756053809441,-9.199017712541314
[9 0],-10.36105369529709,-9.719107469617267,-9.753383040263524,-9.899246503098759
[8 0],-9.988803134689851,-9.208042396951427,-9.894430196953122,-9.741439534249722
[7 0],-10.044796879260366,-9.575118132793163,-9.724973281797766,-9.598760628037049
[6 2],52.588988312397056,682.965555573973,70.15297998560482,82.78709104126173
[6 3],580.363650236655,687.3721219582704,877.8926864642949,664.7784064311203
[9 2],-10.019312077911101,3.2892446285656836,-4.954835439638945,-9.92931281371143
[6 0],-10.24868279211906,-9.307612036372548,-9.401458755135796,-9.423502268019641
[5 0],-10.290404609633608,-8.85911313835329,-8.527207883454476,-9.11108756811006
[5 1],-9.15154851547483,-9.008272598198605,-1.9871833158799712,-9.023861636790237
[6 1],-9.626386461547805,93.65783907044633,-9.455195647576453,-9.378291402556835
[4 0],-9.398201268638456,-8.483289330558556,-8.098256648204874,-8.65895483365979
[5 2],-7.404692597786266,735.7577642095871,25.348719513320876,81.63017532595215
[4 2],-8.840309231143625,248.17687466263536,-8.365662846246051,6.029999786890899
[4 1],-9.168844696234997,-8.233295986306937,1.5334539609360858,-6.303165965634232
[3 1],-8.584275051759871,-8.284702308675902,10.163408913545599,-8.54293163283818
[3 2],-8.24544661699344,83.10629862855654,-7.93382124483435,0.41622398735405397
[3 0],-9.554766633187532,-7.308522933336938,-8.351560593395302,-8.353006285518436
[2 1],-7.670723710230834,23.016732412011102,-7.60774203608789,-8.044718040305236
[2 0],-9.368475398535537,-7.366545835984049,-7.240402297202903,-7.791032892041619
[1 0],-8.035231508369355,-6.684426439424383,-7.57198035774411,-7.243795469527867
[2 2],-7.529377857868481,-7.63982640371978,-6.219819346691537,43.70836208254232
[1 2],-7.196704830576421,-3.663317786336275,-6.8278754997741675,-7.094009043771196
[1 3],-6.418794485996482,-0.6301212600042962,-6.5899316146478535,-7.277715257328745
[1 4],-6.0469715653594545,57.26885581421708,3.8459670974878053,9.911822429909298
[1 5],29.721661734500564,2.814296787976639,29.844299216789473,456.54386725018793
[2 5],121.69640323066957,1089.4840020915144,178.79918786352744,326.8978249518654
[0 5],-5.327967044511847,120.66542269295412,-6.910315506658887,-4.7462472420868576
[2 4],-5.261123142400308,363.84947523870636,5.001088532210535,13.402658389957153
[2 6],248.4780463835435,531.7940468659529,1215.0130415763094,298.8823713790246
[3 6],968.8283329223875,1273.074790200226,972.3014563072253,879.4285577156243
[1 6],284.6498844982973,1316.5255829254145,147.73432398507535,280.40170875609846
[0 6],19.205313522601884,335.19595675648003,58.61786529158877,-4.941599442872772
[0 7],26.519033889218086,155.164211357695,141.07802791726576,711.1509749864327
[1 7],506.7295619126758,1450.7210808040404,382.05688666298107,611.0622051848121
[2 7],112.91203911321169,1340.8332840878386,341.6656112080054,467.7294346199305
[0 4],-6.278550602975821,24.72047143832427,10.464972270281145,-5.856489876663036
[0 8],-4.2766399231738355,55.16432372364424,44.18107054234788,1011.9630931208077
[1 8],592.1110090565401,1571.616444617604,734.4951125811563,666.0408825039735
[2 8],1117.617027503816,1516.4174615768218,1366.7078993496018,1074.5421221578245
[0 9],179.88174737243335,522.2152272756178,166.18199703366705,1464.235434344122
[ 0 10],438.98993465567924,439.9009568707968,466.0226210475631,1614.5304936235207
[ 0 11],595.7233881753115,1694.7780424282175,546.8107220463186,965.8726812822387
[ 0 12],548.7278111127372,1047.9937276601825,885.1740443148182,1850.3935264723095
[ 1 10],1467.0234983339374,1793.0692364044992,1495.523062770245,1495.1131725886858
[ 1 11],1517.3798754252355,1890.9139922743223,1517.0201780157392,1554.4841428537725
[ 2 11],328.25391447503716,537.3734686764052,1692.3227776888807,556.5518625450297
[ 2 12],714.1785533781486,2006.693970413571,718.3939840574785,623.4989874503555
[ 2 10],580.3396301932246,737.2616775811074,1646.0945018033558,497.8106833595826
[1 9],1353.8050102190766,1699.357383607509,1291.368618059281,1419.08317624196
[2 9],1279.982284750197,1462.571229311728,1609.341389131231,1365.9564735872887
[ 2 13],879.0997852647702,2161.574885588685,1069.289843125453,650.4159369540952
[ 1 12],1621.6349283407426,1992.6849956267565,1674.5168991140665,1846.2724307758633
[ 1 13],1776.8324330959758,2098.819358734009,1765.341928408342,1992.8413730267155
[ 1 14],1884.8889839554115,2207.5768219465804,1893.6102404838664,2155.647878042805
[ 1 15],2033.1407404597128,2253.284716083476,1941.68450727294,2320.815605604814
[ 1 16],1744.0787359682042,955.393737151791,619.581569811358,2463.6949226934303
[ 0 16],971.7248965891229,227.99652723419428,160.81680310811868,739.9543375698802
[ 0 15],752.5226185076905,554.1869252145831,800.9571845935986,2138.6254604069595
[ 2 15],2083.4203776961244,2441.966916415269,2159.4163371164955,2102.3703300781713
[ 3 15],848.5798024723497,1782.052193004076,2329.117653001548,1306.7315053847722
[ 3 14],576.8124538150923,1932.3920937922062,404.81240720399137,375.7922594662958
[ 3 16],1367.4692674157839,1685.899791259033,2466.6179423338954,763.0796200455168
[ 2 16],2308.253848159162,2599.999999999998,2262.7948648895576,2265.5263378351297
[7 6],576.8689066366716,7.7350515135300215,54.285799611250795,24.83415578261356
[10  5],76.39306478380263,759.6412060217473,112.94930957182153,93.5680144344908
[10  4],27.41834450328412,690.5323792344992,84.01531250830894,37.317344340692834
[9 3],-7.858490825637943,-1.1888783766561317,-8.53306445348032,134.5929471159912
[10  3],3.457441845965462,289.41173994563894,-7.5256903453417845,-5.403436540257827
[10  2],-9.86190903760943,13.5660154845768,-9.69990194633598,-9.682611361874365
[10  1],-9.69948494645181,-9.69179533607232,-9.704302741460753,-8.483967238172962
[5 3],605.5941454648143,928.0841984563675,846.7664768807966,745.4527961823966
[5 4],775.4361938304172,831.5068572489783,979.8256128085628,837.7745872795897
[4 4],767.8937103472019,1057.6548088594907,877.6610452724703,794.8196306582856
[4 5],869.7027123493299,951.3984457198314,1129.2909706810588,828.5362440827263
[4 6],425.82165774426437,204.56371366177964,1137.3791568674965,347.0675866067142
[4 7],176.06343353505844,112.55048531652204,1078.0550749977785,36.92730036888377
[3 7],1030.1945454522067,1350.0593334495022,1095.5871478932806,907.9311772093164
[3 8],1116.9864805932805,1226.6965573497246,1435.0752860166342,760.2821067772711
[4 8],146.47336055541612,896.0628260134505,117.07221566462803,35.7676470627967
[4 9],86.692616040655,1092.5639925058176,202.61957191249772,51.024517884721085
[5 9],11.549426773592732,213.18401434650983,40.031213356597874,14.689208154396571
[6 9],-2.5815264160939284,24.773935086280467,-2.0519090165441387,-3.6206376070365853
[ 6 10],-2.326503167260936,-1.8155710553321756,52.712186594578675,-1.5604555427081968
[ 6 11],-1.690618021101077,120.81959396577335,-1.203787026569333,0.1341654155935044
[ 5 11],1.6137210720413084,525.0417246874598,56.25036580073851,31.81231830503227
[ 5 10],9.084965246539847,351.7990525400126,38.973186635881966,4.329200558277926
[ 4 10],117.40744556735798,1268.5778582977032,157.24205927267755,82.2558348096462
[7 9],-14.483127480012499,-4.932938919742438,-2.2167863997501946,-52.20010182088183
[8 9],-272.2748339969296,-2.238177782444669,-2.8577877166391374,-4.422028091643428
[ 8 10],-66.22488710318585,-1.474090733803177,-1.8975254496954743,-2.094803724179104
[ 8 11],-38.39705519851983,-1.4444013677185334,-13.15257751600125,-3.554146716496762
[ 7 10],-7.749399423894207,4.39405354632898,-1.5340555352020422,-0.9376603308795434
[11  6],132.28199153962,898.4292790802638,97.32801057941876,248.91267059320512
[11  4],65.81322369896148,-9.028227513422305,-9.278926077148972,-10.155112728117183
[10  0],-11.174866887588434,-9.208786404150311,-9.702130418806723,-9.186220164049862
[11  1],-9.360115516356837,-7.137429732905312,-9.429402498067423,-9.366804035548922
[12  1],-9.518899998593099,-9.222261348862618,-8.878377055995557,-9.028473811693846
[12  2],-8.968839555661207,-1.473370008542589,-8.655740779152357,-9.09920311295764
[13  2],-8.67641700590439,-8.922389171438793,-8.555532468722264,-8.540052001647688
[12  3],-8.623836958185608,-9.766891520607938,9.206552723147297,-8.585245122489752
[13  3],-8.253260553218587,-8.82946280031698,-8.136198289294095,-8.19879154787944
[14  3],-8.8298239795074,-7.390265973805736,-7.460017313818776,-7.3547183169185875
[14  2],-9.533329137346957,-8.05164521721202,-8.27786345160641,-9.113916721854936
[13  1],-10.526305517402943,-8.66822797304669,-8.844613036043286,-8.6781270654559
[14  1],-10.680054774636043,-8.747362183789152,-8.927135353267364,-8.967763786569435
[14  0],-9.185780920696061,-6.964220340244635,-7.4098327077986745,-27.167728051778617
[15  0],-12.089110169049553,-25.196600182511705,-11.429453845019962,-32.40018293252546
[13  0],-12.035336383632457,-9.459545234651934,-8.879032551380927,-13.598550596045015
[12  0],-9.886269861389845,-9.12870011916234,-9.440310229969548,-9.1665448768486
[11  0],-11.404486530380831,-8.830370490982652,-8.981888912131366,-9.258865068059848
[15  3],-8.387837545760753,-7.153488601067078,-7.338358681557555,-7.826453548545217
[15  2],-7.3093643040689384,-7.705036460189615,-7.7078858569423705,-26.80548179719271
[11  2],-9.558418257028363,-9.15240668177053,-9.344655779501279,-4.81379089560309
[14  4],-6.988918582951619,-6.683868620805973,-7.0764520397562904,-9.207640971395822
[14  5],-6.768051147517681,-5.358271281712578,-6.493084229957912,-6.308327821885255
[13  5],-6.5940350050579415,-6.492080698709457,-7.2269216501471485,-6.578491548228683
[15  1],-11.136993347753236,-13.730216386683574,-8.691968860948101,-32.95736693441697
[16  1],-17.557941306243514,-7.075648408198922,-7.119166460081076,-596.868957235071
[11  5],-7.7067856620675075,263.23981835005503,-2.552073362966515,-7.079011233437399
[11  9],286.54848065736013,1298.5534515601323,154.57941182954033,175.13657009411128
[10 10],69.07977091034424,661.6996712920161,9.814372682434412,137.19349402379976
[11 10],365.89586976649645,1388.670607324135,346.1461415594008,296.6210584879831
[11 11],223.51892629995518,1571.676832941942,327.50559901145937,318.9242420817307
[11 12],696.5705982912597,1685.8015109806793,488.34520515644243,416.2371622423375
[11 13],877.0172076960393,1805.767956603251,886.8348239179047,467.9423261003195
[10 13],126.85198396019936,207.48990462503198,421.81870485241376,1458.0385857127853
[10 14],54.835325171342056,1275.10831696643,21.174459381626175,268.7792184776224
[ 9 14],1.5449254963867451,25.49224493853475,5.108100761992228,305.83373149413114
[ 8 14],-0.6336876498786775,29.63672144030772,-0.28494267826410363,0.9999628751353037
[ 9 15],180.25448430077574,316.3232283825181,54.56084967239853,117.20804550057917
[ 8 15],-0.5175855518641536,5.118135472341455,2.5825532330729555,117.9091578456794
[ 7 15],5.171848670348803,-0.4010252721375507,0.8598975332106072,-0.24824319898193145
[ 6 15],2.4676868845076507,17.86887267728585,14.4903187466524,0.18551885443542548
[ 6 16],6.734267992533826,-1.0517079692573783,136.95815096490804,-0.23885868880921102
[ 5 16],72.85260220054288,-0.22233407226863688,872.4651622790395,60.85687548173955
[ 4 16],160.3874650276486,1406.0559537798906,424.91586289547234,380.80901763565697
[ 6 17],-0.7247020145503636,-0.7518714832811131,-0.47770991154407866,-0.6635186598350976
[ 5 17],37.82692119086915,51.926030161395666,772.1539195530403,-0.8481662536823743
[ 5 18],245.47512664304276,-0.5958258663865558,56.715735782865906,-0.23539974440320216
[ 6 18],-0.44713069434651415,-0.46787089643292196,112.4986530210919,-0.7334376725723697
[ 6 19],15.22478940262314,-1.8233678381356542,6.1279997500360714,-0.5643576046397508
[ 7 17],-0.4499955913050655,40.647810077989284,-0.24305537552138204,25.44223361956648
[ 7 18],22.233053025699757,0.8829128891618737,56.5878429904171,11.313570397521374
[ 8 18],-0.5602210819098512,116.82821217570753,0.4672985176237565,-0.23444389699855867
[ 8 17],0.12412849485739971,38.568080294788196,-0.0296002162906888,371.9217237456011
[ 9 18],-0.2358664859623837,91.52343855327764,3.5312465140610794,1480.785254
[ 9 17],335.7857661766752,307.4715817905592,224.5893610669092,1441.5435014599746
[ 9 16],130.8230276193625,992.8668088020094,5.9338801360800675,236.78707182505036
[ 8 19],29.23383188326349,122.17154150904017,1.6793705310231737,298.4200143388251
[ 9 19],851.16841212,304.41132048,27.130691837152746,0.0
[ 7 19],7.848942974570923,2.2603509279611664,-0.6445112046003303,-0.4646403156991377
[ 8 16],8.977477441132644,-0.2474280726116626,11.827256665270975,0.1154140047869629
[10 16],479.50985546079994,2215.111690140546,494.6321849771451,732.4624932236807
[11 16],905.9952955463167,2228.34933048416,1390.967377621686,707.5270917976069
[11 17],948.6318930619699,2339.488148164491,1603.0928535227938,875.6431106025317
[10 17],1179.4878858566376,2596.6424659556396,351.9339310469569,947.1606107935729
[10 15],278.1946128548779,1743.6893636570892,157.8848000519801,487.2755883941278
[11 15],944.6578857059304,2114.25276050002,1102.7356381011325,692.9896964201581
[12 15],98.33267935850995,290.7254883475776,995.906891683543,56.778920042682415
[11 14],774.4597957430135,1968.5047525080547,824.083381617347,698.5534951179831
[12 14],81.71749503717133,333.45114716092536,1199.2708576127736,34.5967811420632
[12 13],61.1057109731004,725.1316241453878,253.44355148017456,51.550496652980556
[13 13],23.447297257709533,28.914810741015405,212.01171281278673,34.86510295921672
[14 13],6.599898594060043,8.943867672897351,98.96011415361139,2.1398400597651213
[14 14],3.020024312957578,2.917945652234859,14.937465707054693,-1.1960246968241244
[14 12],-1.3452653541210258,27.030324152034076,6.380825495281459,2.756515855823297
[14 11],0.9126243744765055,6.125864607725999,31.299925016665394,5.965228201115115
[13 11],2.2638986044759086,102.36650434678675,38.072948667653336,15.538178477996826
[12 11],83.3117443316424,11.622203170427772,845.6920678411734,19.408062508117837
[12 10],1.9301287131541975,489.6656837855823,1.2187280711132797,10.286959745358283
[12 12],112.35252080491271,102.23605370665933,648.9579121708069,68.40129701589555
[11  3],-9.107098436105787,-9.255511979468395,119.21665863217788,-5.294971435234732
